BLOCKGRP,Land_Acres,BG_ACRES,ACRES_DIFF,UTC_Acres,POP_2013,POP_DEN_2013,Hispanic_pct,White_pct,Black_pct,NativeAmer_pct,Asian_pct,PacIsland_pct,OtherRace_pct,TwoPlus_pct,MedHshldIncome,Vacant_pct,Rent_pct,Value,NoHighSchool_pct,HighSchool_pct,College_pct,AdvDegree_pct
160010103354,367.0090719,369.9175003,2.908428366,56.88168624,2697,0.1371588803,2.55839822,99.18427883,0,0,0,0,0,1.631442343,58301,0,10.9540636,168900,0.3674540682,23.67454068,25.72178478,9.816272966
160010020002,405.8378895,408.7558861,2.917996646,43.14114336,2453,0.1666350942,12.5152874,84.87566245,1.834488382,2.812882185,1.589889931,0,0.4076640848,16.95882593,30033,12.75100402,91.02416571,131600,1.220387653,37.6166547,19.59798995,2.368987796
160010022221,1293.32275,1296.398109,3.075359096,104.3298767,5732,0.2261685466,6.629448709,87.24703419,1.953942777,0.1744591766,6.071179344,0,1.866713189,5.373342638,72860,5.508474576,15.8445441,189900,1.026352288,22.21914008,33.75866852,7.600554785
160010022231,965.4019786,968.4900853,3.08810675,159.2465808,4090,0.2367946419,1.075794621,93.76528117,0.4400977995,0,4.205378973,0,0.391198044,2.39608802,77459,5.854956753,8.056537102,224300,1.270878722,18.44589688,40.70442992,9.694989107
160010103212,305.9966944,309.1938196,3.197125174,39.30853861,2169,0.142551323,7.745504841,91.97786999,0.7376671277,0,2.213001383,0,1.93637621,6.270170586,37821,13.61003861,48.7150838,135300,2.33281493,27.83825816,23.01710731,6.298600311
160010020003,307.5373702,310.7626854,3.225315219,28.71735406,963,0.3227026847,35.82554517,80.5815161,2.699896158,0,0,0,12.56490135,8.307372793,47019,27.7673546,53.24675325,122000,6.827880512,28.59174964,31.00995733,12.94452347
160010022212,640.9874565,644.2290753,3.241618839,92.78708928,1758,0.3664556743,0,89.87485779,0,0,0,7.679180887,0,4.891922639,55104,11.94486983,32,196300,1.982160555,23.29038652,30.12884044,10.0099108
160010022211,650.6599469,654.0949653,3.435018491,134.3645497,2855,0.2291050667,4.798598949,97.65323993,0,0,1.22591944,0,0.3852889667,1.471103327,86346,1.364113326,4.893617021,196400,0,26.61538462,30.92307692,9.538461538
160010008023,174.46023,177.9658194,3.505589365,57.73271723,1166,0.1526293477,7.204116638,88.33619211,1.80102916,0,0.7718696398,0,0,18.18181818,39000,1.954887218,25.15337423,169000,1.401401401,21.22122122,28.52852853,13.01301301
160010103223,486.6103184,490.3109613,3.700642948,49.38623814,3349,0.146405184,4.598387578,95.73006868,1.045088086,0.8659301284,0.2388772768,0,0,4.240071663,39809,9.652509653,35.38461538,131200,0.1066098081,29.10447761,21.53518124,5.383795309
160010024101,311.6526489,315.4359237,3.783274777,59.58600773,1483,0.2127012297,8.361429535,91.16655428,0,0,3.776129467,0,5.057316251,0,81494,6.74955595,4,181400,1.53256705,15.03831418,37.7394636,9.770114943
160010023101,323.2797292,327.1083939,3.828664684,57.37021361,2049,0.1596429448,3.660322108,99.41434846,0,0,0.2928257687,0,0,0.5856515373,77898,17.19512195,28.27687776,168400,4.266467066,25.74850299,28.21856287,2.844311377
160010103222,319.0869184,323.0170865,3.930168045,19.52107949,2001,0.1614278293,19.1904048,93.30334833,6.146926537,0,0.5497251374,0,0,0,27629,0,79.73300971,103500,12.41585639,23.26103216,13.53777113,1.795063575
160010103313,1277.6985,1282.234827,4.536326804,152.2016059,5899,0.2173647782,0.288184438,77.9623665,1.423970164,0,13.39210036,0,0,14.44312595,82548,4.929917835,13.31977631,216300,2.246603971,20.37617555,29.70219436,14.39393939
160270209023,669.9963748,674.8986842,4.902309392,72.6764163,3541,0.1905955053,12.84947755,93.81530641,1.24258684,0,0,0,3.55831686,2.76757978,57241,5.01232539,18.07958478,148900,2.435897436,28.33333333,34.82905983,5.341880342
160010103353,1281.328827,1286.361717,5.032890348,108.1968291,5485,0.2345235583,6.235186873,93.71011851,1.057429353,0,4.867821331,0,0.3646308113,0,56989,2.160493827,8.697611537,180500,0.3905296558,32.68245057,20.01464486,5.296558457
160270217001,865.9892347,871.5935339,5.604299249,46.4696531,3857,0.2259770635,45.94244231,91.72932331,0,1.788955146,0.7518796992,0,3.137153228,5.185377236,42532,6.50109569,25.46875,78500,9.174714662,33.09920983,16.33011414,0.6145741879
160010103321,1729.66591,1735.395619,5.729709276,117.0474032,11032,0.1573056218,9.263959391,93.8542422,0.4622915156,0,1.124002901,0,1.930746918,5.257432922,65645,2.756244617,21.70062002,189800,1.319218241,21.85667752,37.91530945,7.557003257
160270209013,1269.832224,1275.611193,5.778968973,118.1623428,2336,0.5460664355,27.05479452,97.47431507,0,2.525684932,0,0,0,0,74012,0,29.19254658,189300,5.518945634,41.26853377,16.80395387,3.459637562
160010022241,849.5768678,855.4709607,5.89409293,68.622158,1396,0.6128015478,19.98567335,91.76217765,0,3.223495702,0.5014326648,0,4.512893983,0,44766,0,34.44180523,143300,8.923076923,28.30769231,22.15384615,2.666666667
160010103334,642.5497403,648.583549,6.033808666,57.50389763,2972,0.2182313422,7.537012113,97.47644684,0,0,2.523553163,0,0,0,80804,0,16.96969697,216000,0.6117908788,14.9054505,41.4349277,19.68854283
160270215001,152.7127429,158.8636614,6.150918459,17.44934782,882,0.1801175299,49.20634921,87.52834467,0,2.040816327,0,0,5.782312925,9.297052154,19743,13.7704918,42.20532319,79700,13.74045802,40.26717557,8.969465649,0
