geoid,name,B25077001,B25077001e
15000US160010015001,"Block Group 1, Ada, ID",185500.000000000000000,24934.000000000000000
15000US160010015002,"Block Group 2, Ada, ID",142500.000000000000000,27966.000000000000000
15000US160010015003,"Block Group 3, Ada, ID",177800.000000000000000,19913.000000000000000
15000US160010016001,"Block Group 1, Ada, ID",147800.000000000000000,34310.000000000000000
15000US160010016002,"Block Group 2, Ada, ID",145800.000000000000000,13842.000000000000000
15000US160010016003,"Block Group 3, Ada, ID",106300.000000000000000,25502.000000000000000
15000US160010017001,"Block Group 1, Ada, ID",123400.000000000000000,39634.000000000000000
15000US160010017002,"Block Group 2, Ada, ID",119400.000000000000000,24929.000000000000000
15000US160010017003,"Block Group 3, Ada, ID",113200.000000000000000,11654.000000000000000
15000US160010017004,"Block Group 4, Ada, ID",93700.000000000000000,38182.000000000000000
15000US160010018001,"Block Group 1, Ada, ID",185100.000000000000000,27702.000000000000000
15000US160010018002,"Block Group 2, Ada, ID",208700.000000000000000,18782.000000000000000
15000US160010018003,"Block Group 3, Ada, ID",157000.000000000000000,16775.000000000000000
15000US160010019001,"Block Group 1, Ada, ID",121300.000000000000000,11970.000000000000000
15000US160010019002,"Block Group 2, Ada, ID",165000.000000000000000,11015.000000000000000
15000US160010019003,"Block Group 3, Ada, ID",153900.000000000000000,27453.000000000000000
15000US160010020001,"Block Group 1, Ada, ID",115400.000000000000000,37703.000000000000000
15000US160010020002,"Block Group 2, Ada, ID",131600.000000000000000,26485.000000000000000
15000US160010020003,"Block Group 3, Ada, ID",122000.000000000000000,27305.000000000000000
15000US160010020004,"Block Group 4, Ada, ID",134900.000000000000000,17343.000000000000000
15000US160010021001,"Block Group 1, Ada, ID",173400.000000000000000,62085.000000000000000
15000US160010021002,"Block Group 2, Ada, ID",165500.000000000000000,12336.000000000000000
15000US160010022211,"Block Group 1, Ada, ID",196400.000000000000000,12535.000000000000000
15000US160010022212,"Block Group 2, Ada, ID",196300.000000000000000,32891.000000000000000
15000US160010022213,"Block Group 3, Ada, ID",161100.000000000000000,8836.000000000000000
15000US160010022221,"Block Group 1, Ada, ID",189900.000000000000000,11742.000000000000000
15000US160010022231,"Block Group 1, Ada, ID",224300.000000000000000,11512.000000000000000
15000US160010022241,"Block Group 1, Ada, ID",143300.000000000000000,23270.000000000000000
15000US160010022242,"Block Group 2, Ada, ID",183200.000000000000000,17054.000000000000000
15000US160010022243,"Block Group 3, Ada, ID",204900.000000000000000,25320.000000000000000
15000US160010023021,"Block Group 1, Ada, ID",149200.000000000000000,15595.000000000000000
15000US160010023022,"Block Group 2, Ada, ID",116600.000000000000000,11357.000000000000000
15000US160010023023,"Block Group 3, Ada, ID",141700.000000000000000,22623.000000000000000
15000US160010023024,"Block Group 4, Ada, ID",116100.000000000000000,27650.000000000000000
15000US160010023101,"Block Group 1, Ada, ID",168400.000000000000000,14671.000000000000000
15000US160010023102,"Block Group 2, Ada, ID",26100.000000000000000,12796.000000000000000
15000US160010023103,"Block Group 3, Ada, ID",153600.000000000000000,18160.000000000000000
15000US160010023104,"Block Group 4, Ada, ID",120900.000000000000000,19084.000000000000000
15000US160010023121,"Block Group 1, Ada, ID",121600.000000000000000,8434.000000000000000
15000US160010023122,"Block Group 2, Ada, ID",123700.000000000000000,10112.000000000000000
15000US160010023131,"Block Group 1, Ada, ID",139000.000000000000000,13970.000000000000000
15000US160010023132,"Block Group 2, Ada, ID",192300.000000000000000,36383.000000000000000
15000US160010024101,"Block Group 1, Ada, ID",181400.000000000000000,15128.000000000000000
15000US160010024102,"Block Group 2, Ada, ID",172400.000000000000000,33278.000000000000000
15000US160010024103,"Block Group 3, Ada, ID",157000.000000000000000,9037.000000000000000
15000US160010024104,"Block Group 4, Ada, ID",178900.000000000000000,18342.000000000000000
15000US160010024111,"Block Group 1, Ada, ID",199200.000000000000000,23997.000000000000000
15000US160010024112,"Block Group 2, Ada, ID",141200.000000000000000,12292.000000000000000
15000US160010024113,"Block Group 3, Ada, ID",142800.000000000000000,30973.000000000000000
15000US160010024121,"Block Group 1, Ada, ID",215500.000000000000000,55972.000000000000000
15000US160010024122,"Block Group 2, Ada, ID",138700.000000000000000,12727.000000000000000
15000US160010024131,"Block Group 1, Ada, ID",154700.000000000000000,8972.000000000000000
15000US160010024132,"Block Group 2, Ada, ID",218300.000000000000000,15574.000000000000000
15000US160010024133,"Block Group 3, Ada, ID",123800.000000000000000,11044.000000000000000
15000US160010024134,"Block Group 4, Ada, ID",246700.000000000000000,64003.000000000000000
15000US160010101001,"Block Group 1, Ada, ID",311500.000000000000000,20548.000000000000000
15000US160010102011,"Block Group 1, Ada, ID",460200.000000000000000,47713.000000000000000
15000US160010102012,"Block Group 2, Ada, ID",185200.000000000000000,16602.000000000000000
15000US160010102013,"Block Group 3, Ada, ID",239200.000000000000000,76720.000000000000000
15000US160010102211,"Block Group 1, Ada, ID",406900.000000000000000,52632.000000000000000
15000US160010102212,"Block Group 2, Ada, ID",320500.000000000000000,53514.000000000000000
15000US160010102231,"Block Group 1, Ada, ID",162400.000000000000000,10057.000000000000000
15000US160010102232,"Block Group 2, Ada, ID",222500.000000000000000,41318.000000000000000
15000US160010102241,"Block Group 1, Ada, ID",297500.000000000000000,27422.000000000000000
15000US160010102251,"Block Group 1, Ada, ID",215000.000000000000000,16226.000000000000000
15000US160010102252,"Block Group 2, Ada, ID",227400.000000000000000,38761.000000000000000
15000US160010102253,"Block Group 3, Ada, ID",356800.000000000000000,47857.000000000000000
15000US160010103131,"Block Group 1, Ada, ID",274700.000000000000000,25965.000000000000000
15000US160010103132,"Block Group 2, Ada, ID",187800.000000000000000,9165.000000000000000
15000US160010103133,"Block Group 3, Ada, ID",229700.000000000000000,16085.000000000000000
15000US160010103211,"Block Group 1, Ada, ID",184800.000000000000000,17484.000000000000000
15000US160010103212,"Block Group 2, Ada, ID",135300.000000000000000,8328.000000000000000
15000US160010103221,"Block Group 1, Ada, ID",141400.000000000000000,20219.000000000000000
15000US160010103222,"Block Group 2, Ada, ID",103500.000000000000000,31816.000000000000000
15000US160010103223,"Block Group 3, Ada, ID",131200.000000000000000,10316.000000000000000
15000US160010103311,"Block Group 1, Ada, ID",281600.000000000000000,23984.000000000000000
15000US160010103312,"Block Group 2, Ada, ID",246100.000000000000000,58123.000000000000000
15000US160010103313,"Block Group 3, Ada, ID",216300.000000000000000,22929.000000000000000
15000US160010103321,"Block Group 1, Ada, ID",189800.000000000000000,9301.000000000000000
15000US160010103322,"Block Group 2, Ada, ID",110100.000000000000000,6827.000000000000000
15000US160010103331,"Block Group 1, Ada, ID",139900.000000000000000,17295.000000000000000
15000US160010103332,"Block Group 2, Ada, ID",170500.000000000000000,41708.000000000000000
15000US160010103333,"Block Group 3, Ada, ID",168400.000000000000000,11187.000000000000000
15000US160010103334,"Block Group 4, Ada, ID",216000.000000000000000,21704.000000000000000
15000US160010103341,"Block Group 1, Ada, ID",168700.000000000000000,25717.000000000000000
15000US160010103342,"Block Group 2, Ada, ID",164500.000000000000000,8837.000000000000000
15000US160010103351,"Block Group 1, Ada, ID",246900.000000000000000,14480.000000000000000
15000US160010103352,"Block Group 2, Ada, ID",160300.000000000000000,24352.000000000000000
15000US160010103353,"Block Group 3, Ada, ID",180500.000000000000000,15143.000000000000000
15000US160010103354,"Block Group 4, Ada, ID",168900.000000000000000,28463.000000000000000
15000US160010104011,"Block Group 1, Ada, ID",163900.000000000000000,46354.000000000000000
15000US160010104012,"Block Group 2, Ada, ID",142100.000000000000000,9185.000000000000000
15000US160010104013,"Block Group 3, Ada, ID",134900.000000000000000,16293.000000000000000
15000US160010104014,"Block Group 4, Ada, ID",107900.000000000000000,16170.000000000000000
15000US160010104021,"Block Group 1, Ada, ID",153000.000000000000000,6505.000000000000000
15000US160010104022,"Block Group 2, Ada, ID",176600.000000000000000,29443.000000000000000
15000US160010105011,"Block Group 1, Ada, ID",207000.000000000000000,33395.000000000000000
15000US160010105031,"Block Group 1, Ada, ID",192300.000000000000000,20990.000000000000000
15000US160010105041,"Block Group 1, Ada, ID",275200.000000000000000,32458.000000000000000
15000US160010105042,"Block Group 2, Ada, ID",191600.000000000000000,27918.000000000000000
15000US160270201001,"Block Group 1, Canyon, ID",114800.000000000000000,6370.000000000000000
15000US160270202001,"Block Group 1, Canyon, ID",67400.000000000000000,9348.000000000000000
15000US160270202002,"Block Group 2, Canyon, ID",80300.000000000000000,11082.000000000000000
15000US160270202003,"Block Group 3, Canyon, ID",80400.000000000000000,7236.000000000000000
15000US160270203001,"Block Group 1, Canyon, ID",94000.000000000000000,13503.000000000000000
15000US160270203002,"Block Group 2, Canyon, ID",87800.000000000000000,10436.000000000000000
15000US160270203003,"Block Group 3, Canyon, ID",105200.000000000000000,42796.000000000000000
15000US160270203004,"Block Group 4, Canyon, ID",69500.000000000000000,29665.000000000000000
15000US160270204011,"Block Group 1, Canyon, ID",103500.000000000000000,34221.000000000000000
15000US160270204012,"Block Group 2, Canyon, ID",105200.000000000000000,15507.000000000000000
15000US160270204013,"Block Group 3, Canyon, ID",32300.000000000000000,5754.000000000000000
15000US160270204014,"Block Group 4, Canyon, ID",89600.000000000000000,66894.000000000000000
15000US160270204021,"Block Group 1, Canyon, ID",88200.000000000000000,5842.000000000000000
15000US160270204022,"Block Group 2, Canyon, ID",69400.000000000000000,73687.000000000000000
15000US160270204023,"Block Group 3, Canyon, ID",89600.000000000000000,66234.000000000000000
15000US160270204024,"Block Group 4, Canyon, ID",95400.000000000000000,48896.000000000000000
15000US160270204025,"Block Group 5, Canyon, ID",123700.000000000000000,20792.000000000000000
15000US160270205011,"Block Group 1, Canyon, ID",109000.000000000000000,9690.000000000000000
15000US160270205012,"Block Group 2, Canyon, ID",95500.000000000000000,15218.000000000000000
15000US160270205031,"Block Group 1, Canyon, ID",130500.000000000000000,16330.000000000000000
15000US160270205041,"Block Group 1, Canyon, ID",101000.000000000000000,43648.000000000000000
15000US160270205042,"Block Group 2, Canyon, ID",98900.000000000000000,30865.000000000000000
15000US160270205043,"Block Group 3, Canyon, ID",98600.000000000000000,15729.000000000000000
15000US160270206011,"Block Group 1, Canyon, ID",130900.000000000000000,14489.000000000000000
15000US160270206021,"Block Group 1, Canyon, ID",75300.000000000000000,9915.000000000000000
15000US160270206022,"Block Group 2, Canyon, ID",92600.000000000000000,22772.000000000000000
15000US160270206023,"Block Group 3, Canyon, ID",118900.000000000000000,66976.000000000000000
15000US160270206024,"Block Group 4, Canyon, ID",142200.000000000000000,31089.000000000000000
15000US160270206025,"Block Group 5, Canyon, ID",89700.000000000000000,30385.000000000000000
15000US160270206026,"Block Group 6, Canyon, ID",87100.000000000000000,13358.000000000000000
15000US160270207001,"Block Group 1, Canyon, ID",174500.000000000000000,72969.000000000000000
15000US160270207002,"Block Group 2, Canyon, ID",170600.000000000000000,24118.000000000000000
15000US160270209011,"Block Group 1, Canyon, ID",143500.000000000000000,24332.000000000000000
15000US160270209012,"Block Group 2, Canyon, ID",124600.000000000000000,18306.000000000000000
15000US160270209013,"Block Group 3, Canyon, ID",189300.000000000000000,26567.000000000000000
15000US160270209021,"Block Group 1, Canyon, ID",130800.000000000000000,10130.000000000000000
15000US160270209022,"Block Group 2, Canyon, ID",185400.000000000000000,34411.000000000000000
15000US160270209023,"Block Group 3, Canyon, ID",148900.000000000000000,14058.000000000000000
15000US160270210011,"Block Group 1, Canyon, ID",111100.000000000000000,6752.000000000000000
15000US160270210021,"Block Group 1, Canyon, ID",107900.000000000000000,22928.000000000000000
15000US160270210022,"Block Group 2, Canyon, ID",104100.000000000000000,24101.000000000000000
15000US160270210023,"Block Group 3, Canyon, ID",113100.000000000000000,45121.000000000000000
15000US160270210024,"Block Group 4, Canyon, ID",60900.000000000000000,34924.000000000000000
15000US160270211001,"Block Group 1, Canyon, ID",119600.000000000000000,13808.000000000000000
15000US160270211002,"Block Group 2, Canyon, ID",143300.000000000000000,14608.000000000000000
15000US160270211003,"Block Group 3, Canyon, ID",127400.000000000000000,7653.000000000000000
15000US160270212001,"Block Group 1, Canyon, ID",95500.000000000000000,7164.000000000000000
15000US160270212002,"Block Group 2, Canyon, ID",88600.000000000000000,17316.000000000000000
15000US160270212003,"Block Group 3, Canyon, ID",94900.000000000000000,15744.000000000000000
15000US160270213001,"Block Group 1, Canyon, ID",61300.000000000000000,20893.000000000000000
15000US160270213002,"Block Group 2, Canyon, ID",71500.000000000000000,57273.000000000000000
15000US160270215001,"Block Group 1, Canyon, ID",79700.000000000000000,5631.000000000000000
15000US160270215002,"Block Group 2, Canyon, ID",112500.000000000000000,18830.000000000000000
15000US160270215003,"Block Group 3, Canyon, ID",81800.000000000000000,22798.000000000000000
15000US160270215004,"Block Group 4, Canyon, ID",117000.000000000000000,22542.000000000000000
15000US160270215005,"Block Group 5, Canyon, ID",61800.000000000000000,34641.000000000000000
15000US160270216001,"Block Group 1, Canyon, ID",74400.000000000000000,64644.000000000000000
15000US160270216002,"Block Group 2, Canyon, ID",113000.000000000000000,10394.000000000000000
15000US160270216003,"Block Group 3, Canyon, ID",109800.000000000000000,31342.000000000000000
15000US160270217001,"Block Group 1, Canyon, ID",78500.000000000000000,15400.000000000000000
15000US160270217002,"Block Group 2, Canyon, ID",142000.000000000000000,17179.000000000000000
15000US160270217003,"Block Group 3, Canyon, ID",91500.000000000000000,10534.000000000000000
15000US160270218001,"Block Group 1, Canyon, ID",149000.000000000000000,19177.000000000000000
15000US160270218002,"Block Group 2, Canyon, ID",200800.000000000000000,94545.000000000000000
15000US160270218003,"Block Group 3, Canyon, ID",228800.000000000000000,42019.000000000000000
15000US160270219011,"Block Group 1, Canyon, ID",107800.000000000000000,11326.000000000000000
15000US160270219012,"Block Group 2, Canyon, ID",107500.000000000000000,13555.000000000000000
15000US160270219031,"Block Group 1, Canyon, ID",211000.000000000000000,23937.000000000000000
15000US160270219032,"Block Group 2, Canyon, ID",243900.000000000000000,28883.000000000000000
15000US160270219033,"Block Group 3, Canyon, ID",211300.000000000000000,46183.000000000000000
15000US160270219041,"Block Group 1, Canyon, ID",165800.000000000000000,12019.000000000000000
15000US160270219042,"Block Group 2, Canyon, ID",66700.000000000000000,48268.000000000000000
15000US160270221001,"Block Group 1, Canyon, ID",134200.000000000000000,22980.000000000000000
15000US160270221002,"Block Group 2, Canyon, ID",172400.000000000000000,39113.000000000000000
15000US160270221003,"Block Group 3, Canyon, ID",118800.000000000000000,32208.000000000000000
15000US160270221004,"Block Group 4, Canyon, ID",98900.000000000000000,15294.000000000000000
15000US160270222001,"Block Group 1, Canyon, ID",170700.000000000000000,34124.000000000000000
15000US160270222002,"Block Group 2, Canyon, ID",75400.000000000000000,15972.000000000000000
15000US160270222003,"Block Group 3, Canyon, ID",175600.000000000000000,24713.000000000000000
15000US160270223001,"Block Group 1, Canyon, ID",178600.000000000000000,89440.000000000000000
15000US160270223002,"Block Group 2, Canyon, ID",155900.000000000000000,42500.000000000000000
15000US160270223003,"Block Group 3, Canyon, ID",215300.000000000000000,35491.000000000000000
15000US160270224001,"Block Group 1, Canyon, ID",195700.000000000000000,29846.000000000000000
15000US160270224002,"Block Group 2, Canyon, ID",254500.000000000000000,27821.000000000000000
