geoid,name,B11012001,B11012001e,B11012002,B11012002e,B11012003,B11012003e,B11012004,B11012004e,B11012005,B11012005e,B11012006,B11012006e,B11012007,B11012007e,B11012008,B11012008e,B11012009,B11012009e,B11012010,B11012010e,B11012011,B11012011e,B11012012,B11012012e,B11012013,B11012013e,B11012014,B11012014e,B11012015,B11012015e
15000US160010018001,"Block Group 1, Ada, ID",530.000000000000000,86.000000000000000,379.000000000000000,93.000000000000000,245.000000000000000,61.000000000000000,233.000000000000000,59.000000000000000,12.000000000000000,18.000000000000000,134.000000000000000,82.000000000000000,22.000000000000000,22.000000000000000,6.000000000000000,10.000000000000000,16.000000000000000,19.000000000000000,112.000000000000000,79.000000000000000,74.000000000000000,59.000000000000000,38.000000000000000,45.000000000000000,151.000000000000000,59.000000000000000,114.000000000000000,57.000000000000000,37.000000000000000,21.000000000000000
15000US160010018002,"Block Group 2, Ada, ID",621.000000000000000,79.000000000000000,334.000000000000000,72.000000000000000,235.000000000000000,67.000000000000000,175.000000000000000,49.000000000000000,60.000000000000000,50.000000000000000,99.000000000000000,51.000000000000000,31.000000000000000,30.000000000000000,0.000000000000000,11.000000000000000,31.000000000000000,30.000000000000000,68.000000000000000,43.000000000000000,22.000000000000000,18.000000000000000,46.000000000000000,40.000000000000000,287.000000000000000,84.000000000000000,169.000000000000000,53.000000000000000,118.000000000000000,74.000000000000000
15000US160010018003,"Block Group 3, Ada, ID",767.000000000000000,112.000000000000000,495.000000000000000,110.000000000000000,367.000000000000000,98.000000000000000,338.000000000000000,98.000000000000000,29.000000000000000,28.000000000000000,128.000000000000000,68.000000000000000,11.000000000000000,17.000000000000000,0.000000000000000,11.000000000000000,11.000000000000000,17.000000000000000,117.000000000000000,65.000000000000000,49.000000000000000,39.000000000000000,68.000000000000000,53.000000000000000,272.000000000000000,87.000000000000000,140.000000000000000,64.000000000000000,132.000000000000000,63.000000000000000
15000US160010019001,"Block Group 1, Ada, ID",1251.000000000000000,121.000000000000000,774.000000000000000,148.000000000000000,653.000000000000000,157.000000000000000,571.000000000000000,144.000000000000000,82.000000000000000,67.000000000000000,121.000000000000000,73.000000000000000,8.000000000000000,13.000000000000000,8.000000000000000,13.000000000000000,0.000000000000000,11.000000000000000,113.000000000000000,71.000000000000000,28.000000000000000,29.000000000000000,85.000000000000000,64.000000000000000,477.000000000000000,133.000000000000000,267.000000000000000,95.000000000000000,210.000000000000000,101.000000000000000
15000US160010019002,"Block Group 2, Ada, ID",363.000000000000000,82.000000000000000,255.000000000000000,74.000000000000000,229.000000000000000,76.000000000000000,222.000000000000000,74.000000000000000,7.000000000000000,12.000000000000000,26.000000000000000,26.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,26.000000000000000,26.000000000000000,17.000000000000000,19.000000000000000,9.000000000000000,17.000000000000000,108.000000000000000,65.000000000000000,64.000000000000000,51.000000000000000,44.000000000000000,47.000000000000000
15000US160010019003,"Block Group 3, Ada, ID",530.000000000000000,108.000000000000000,449.000000000000000,127.000000000000000,258.000000000000000,88.000000000000000,179.000000000000000,76.000000000000000,79.000000000000000,58.000000000000000,191.000000000000000,118.000000000000000,128.000000000000000,109.000000000000000,0.000000000000000,11.000000000000000,128.000000000000000,109.000000000000000,63.000000000000000,51.000000000000000,37.000000000000000,42.000000000000000,26.000000000000000,32.000000000000000,81.000000000000000,71.000000000000000,41.000000000000000,40.000000000000000,40.000000000000000,51.000000000000000
15000US160010020001,"Block Group 1, Ada, ID",276.000000000000000,70.000000000000000,118.000000000000000,61.000000000000000,75.000000000000000,56.000000000000000,30.000000000000000,29.000000000000000,45.000000000000000,49.000000000000000,43.000000000000000,35.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,43.000000000000000,35.000000000000000,6.000000000000000,10.000000000000000,37.000000000000000,34.000000000000000,158.000000000000000,64.000000000000000,28.000000000000000,23.000000000000000,130.000000000000000,62.000000000000000
15000US160010020002,"Block Group 2, Ada, ID",869.000000000000000,143.000000000000000,478.000000000000000,154.000000000000000,231.000000000000000,119.000000000000000,13.000000000000000,17.000000000000000,218.000000000000000,118.000000000000000,247.000000000000000,119.000000000000000,136.000000000000000,99.000000000000000,0.000000000000000,11.000000000000000,136.000000000000000,99.000000000000000,111.000000000000000,75.000000000000000,0.000000000000000,11.000000000000000,111.000000000000000,75.000000000000000,391.000000000000000,118.000000000000000,65.000000000000000,31.000000000000000,326.000000000000000,119.000000000000000
15000US160010020003,"Block Group 3, Ada, ID",385.000000000000000,108.000000000000000,207.000000000000000,71.000000000000000,162.000000000000000,65.000000000000000,114.000000000000000,69.000000000000000,48.000000000000000,40.000000000000000,45.000000000000000,34.000000000000000,18.000000000000000,22.000000000000000,9.000000000000000,15.000000000000000,9.000000000000000,15.000000000000000,27.000000000000000,25.000000000000000,16.000000000000000,17.000000000000000,11.000000000000000,17.000000000000000,178.000000000000000,83.000000000000000,41.000000000000000,32.000000000000000,137.000000000000000,77.000000000000000
15000US160010020004,"Block Group 4, Ada, ID",447.000000000000000,102.000000000000000,254.000000000000000,90.000000000000000,89.000000000000000,59.000000000000000,55.000000000000000,38.000000000000000,34.000000000000000,43.000000000000000,165.000000000000000,79.000000000000000,56.000000000000000,55.000000000000000,13.000000000000000,22.000000000000000,43.000000000000000,58.000000000000000,109.000000000000000,79.000000000000000,69.000000000000000,52.000000000000000,40.000000000000000,58.000000000000000,193.000000000000000,77.000000000000000,95.000000000000000,33.000000000000000,98.000000000000000,67.000000000000000
15000US160010021001,"Block Group 1, Ada, ID",204.000000000000000,56.000000000000000,120.000000000000000,43.000000000000000,120.000000000000000,43.000000000000000,104.000000000000000,38.000000000000000,16.000000000000000,24.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,11.000000000000000,84.000000000000000,48.000000000000000,62.000000000000000,37.000000000000000,22.000000000000000,33.000000000000000
15000US160010021002,"Block Group 2, Ada, ID",730.000000000000000,57.000000000000000,594.000000000000000,75.000000000000000,488.000000000000000,82.000000000000000,425.000000000000000,78.000000000000000,63.000000000000000,44.000000000000000,106.000000000000000,70.000000000000000,8.000000000000000,14.000000000000000,8.000000000000000,14.000000000000000,0.000000000000000,11.000000000000000,98.000000000000000,69.000000000000000,79.000000000000000,64.000000000000000,19.000000000000000,29.000000000000000,136.000000000000000,61.000000000000000,104.000000000000000,54.000000000000000,32.000000000000000,26.000000000000000
15000US160010022211,"Block Group 1, Ada, ID",940.000000000000000,104.000000000000000,792.000000000000000,102.000000000000000,767.000000000000000,103.000000000000000,721.000000000000000,108.000000000000000,46.000000000000000,34.000000000000000,25.000000000000000,31.000000000000000,15.000000000000000,25.000000000000000,15.000000000000000,25.000000000000000,0.000000000000000,11.000000000000000,10.000000000000000,18.000000000000000,10.000000000000000,18.000000000000000,0.000000000000000,11.000000000000000,148.000000000000000,67.000000000000000,148.000000000000000,67.000000000000000,0.000000000000000,11.000000000000000
15000US160010022212,"Block Group 2, Ada, ID",575.000000000000000,107.000000000000000,436.000000000000000,110.000000000000000,346.000000000000000,98.000000000000000,268.000000000000000,83.000000000000000,78.000000000000000,62.000000000000000,90.000000000000000,75.000000000000000,27.000000000000000,33.000000000000000,27.000000000000000,33.000000000000000,0.000000000000000,11.000000000000000,63.000000000000000,66.000000000000000,12.000000000000000,19.000000000000000,51.000000000000000,62.000000000000000,139.000000000000000,85.000000000000000,84.000000000000000,61.000000000000000,55.000000000000000,65.000000000000000
15000US160010022213,"Block Group 3, Ada, ID",1420.000000000000000,172.000000000000000,1130.000000000000000,175.000000000000000,913.000000000000000,162.000000000000000,829.000000000000000,156.000000000000000,84.000000000000000,65.000000000000000,217.000000000000000,127.000000000000000,65.000000000000000,71.000000000000000,54.000000000000000,69.000000000000000,11.000000000000000,19.000000000000000,152.000000000000000,93.000000000000000,96.000000000000000,65.000000000000000,56.000000000000000,71.000000000000000,290.000000000000000,114.000000000000000,251.000000000000000,111.000000000000000,39.000000000000000,52.000000000000000
